transaction_id,order_id,transaction_date,store_id,product_id,quantity,unit_price,discount_rate,unit_cost
TXN090365,ORD063835,2024-04-26,S025,P003,1,90.14,0.0152,53.79
TXN003987,ORD047546,2024-04-26,S011,P030,2,151.24,0.0655,104.38
TXN022186,ORD063465,2024-04-26,S017,P003,1,92.2,0.0163,52.72
TXN035380,ORD012177,2024-04-26,S005,P012,2,295.98,0.0241,177.16
TXN025270,ORD027497,2024-04-26,S015,P011,1,221.48,0.0229,149.25
TXN067193,ORD058836,2024-04-26,S001,P030,1,155.06,0.0198,105.22
TXN022992,ORD013694,2024-04-26,S014,P012,2,293.47,0.0243,173.87
TXN069328,ORD042096,2024-04-26,S002,P026,5,165.57,0.0117,115.16
TXN082470,ORD027986,2024-04-26,S023,P029,3,249.32,0.0508,155.88
TXN087819,ORD054219,2024-04-26,S019,P003,3,90.86,0.044,53.3
TXN092530,ORD037880,2024-04-26,S011,P011,5,217.9,0.0048,145.35
TXN030854,ORD020853,2024-04-26,S005,P007,1,216.92,0.0475,129.82
TXN085060,ORD012719,2024-04-26,S005,P025,5,290.73,0.0527,195.16
TXN097256,ORD041514,2024-04-26,S005,P013,1,124.34,0.0183,67.06
TXN022176,ORD053423,2024-04-26,S019,P016,1,143.23,0.0213,65.03
TXN067750,ORD016734,2024-04-26,S004,P027,1,345.09,0.0207,214.59
TXN060276,ORD009665,2024-04-26,S021,P021,6,110.89,0.0078,71.99
TXN028074,ORD024816,2024-04-26,S001,P018,1,55.3,0.0314,29.0
TXN038644,ORD024171,2024-04-26,S021,P028,2,337.75,0.0395,201.45
TXN075965,ORD016520,2024-04-26,S013,P003,1,91.27,0.0371,51.37
TXN006377,ORD034714,2024-04-26,S024,P008,1,155.4,0.0067,101.36
TXN011094,ORD002755,2024-04-26,S016,P026,1,168.38,0.0358,110.95
TXN032797,ORD050192,2024-04-26,S014,P006,3,157.29,0.0223,90.76
TXN063407,ORD055610,2024-04-26,S004,P006,1,154.47,0.0487,92.27
TXN007747,ORD004028,2024-04-26,S003,P002,4,261.14,0.0081,163.17
TXN084168,ORD002487,2024-04-26,S006,P028,1,331.31,0.0308,196.71
TXN002275,ORD003510,2024-04-26,S017,P016,2,148.28,0.0484,65.21
TXN082398,ORD060121,2024-04-26,S025,P011,1,223.54,0.0317,146.33
TXN034928,ORD015790,2024-04-26,S023,P012,1,299.87,0.0252,171.09
TXN039959,ORD002755,2024-04-26,S016,P021,1,108.03,0.0243,71.02
TXN065762,ORD003332,2024-04-26,S023,P004,2,243.22,0.0549,146.0
TXN009296,ORD050091,2024-04-26,S024,P009,2,170.4,0.0476,118.21
TXN034922,ORD034061,2024-04-26,S014,P011,1,221.72,0.0208,144.52
TXN061310,ORD009665,2024-04-26,S021,P027,2,349.92,0.0173,213.42
TXN035636,ORD001768,2024-04-26,S004,P026,2,168.36,0.0206,114.44
TXN055521,ORD042096,2024-04-26,S002,P016,2,140.88,0.0095,64.85
TXN067505,ORD011696,2024-04-26,S025,P004,1,239.15,0.0134,146.78
TXN070572,ORD055610,2024-04-26,S004,P015,3,58.96,0.0238,28.69
TXN013770,ORD016215,2024-04-26,S005,P029,4,252.36,0.0328,160.16
TXN054946,ORD058836,2024-04-26,S001,P016,2,143.0,0.0115,63.96
TXN011255,ORD011369,2024-04-26,S010,P018,3,55.51,0.006,28.92
TXN055885,ORD008257,2024-04-26,S003,P023,1,160.45,0.0215,106.51
TXN003619,ORD019879,2024-04-26,S006,P001,2,231.41,0.007,149.92
TXN047892,ORD063494,2024-04-26,S023,P030,4,154.94,0.0199,101.07
TXN074243,ORD043819,2024-04-26,S018,P026,3,166.72,0.0412,113.01
TXN057314,ORD063835,2024-04-26,S025,P013,1,124.63,0.0037,65.23
TXN046283,ORD055979,2024-04-26,S023,P005,3,89.58,0.0457,56.81
TXN083322,ORD004028,2024-04-26,S003,P021,3,110.28,0.0167,71.51
TXN046622,ORD002755,2024-04-26,S016,P013,1,126.51,0.016,63.72
TXN025162,ORD039549,2024-04-26,S017,P016,1,142.44,0.0399,65.55
TXN081286,ORD034061,2024-04-26,S014,P016,1,143.02,0.0321,66.22
TXN019319,ORD011838,2024-04-26,S024,P023,2,159.63,0.0474,106.98
TXN020156,ORD047546,2024-04-26,S011,P004,1,241.74,0.0475,148.12
TXN003615,ORD017008,2024-04-26,S022,P030,2,154.7,0.0223,101.62
TXN082174,ORD020853,2024-04-26,S005,P006,1,156.29,0.0807,89.94
TXN094219,ORD026483,2024-04-26,S009,P007,1,217.18,0.0199,129.25
TXN081044,ORD041514,2024-04-26,S005,P022,5,134.82,0.0291,97.74
TXN040388,ORD057919,2024-04-26,S002,P025,1,298.05,0.0242,189.14
TXN005719,ORD055827,2024-04-26,S015,P021,1,110.41,0.0333,71.67
TXN052885,ORD012968,2024-04-26,S023,P030,4,151.94,0.0902,104.0
TXN079208,ORD024171,2024-04-26,S021,P012,1,296.37,0.0123,181.72
TXN085240,ORD037880,2024-04-26,S011,P010,3,250.5,0.0126,158.01
TXN053152,ORD001768,2024-04-26,S004,P018,1,57.35,0.0337,29.08
TXN076744,ORD024171,2024-04-26,S021,P026,1,169.04,0.0201,115.07
TXN060174,ORD050853,2024-04-26,S010,P011,2,222.91,0.025,146.99
TXN049384,ORD020853,2024-04-26,S005,P027,4,342.19,0.0162,209.06
TXN078041,ORD003332,2024-04-26,S023,P004,1,245.93,0.0573,144.46
TXN020262,ORD000327,2024-04-26,S011,P011,3,225.72,0.0353,145.49
TXN084101,ORD050089,2024-04-26,S012,P022,1,135.42,0.0332,93.19
TXN021657,ORD015723,2024-04-26,S005,P013,1,125.15,0.0186,66.31
TXN092208,ORD014815,2024-04-26,S006,P012,2,292.36,0.0039,172.32
TXN039909,ORD012719,2024-04-26,S005,P019,1,32.2,0.0247,15.41
TXN098826,ORD020391,2024-04-27,S011,P009,2,167.79,0.0096,120.6
TXN002824,ORD005867,2024-04-27,S001,P029,3,253.58,0.0152,156.67
TXN079790,ORD001708,2024-04-27,S003,P030,3,155.66,0.0127,104.31
TXN007100,ORD059276,2024-04-27,S008,P013,1,122.88,0.0323,68.13
TXN087933,ORD005678,2024-04-27,S025,P013,3,123.75,0.0023,64.02
TXN021473,ORD022905,2024-04-27,S008,P026,2,168.85,0.0428,114.18
TXN060986,ORD053840,2024-04-27,S024,P021,2,110.17,0.0114,72.13
TXN099076,ORD019322,2024-04-27,S009,P012,1,294.31,0.0738,175.55
TXN013047,ORD007248,2024-04-27,S007,P026,1,164.78,0.0122,114.12
TXN075065,ORD041805,2024-04-27,S015,P004,4,243.34,0.0423,146.32
TXN074254,ORD024633,2024-04-27,S015,P012,1,287.83,0.0,175.3
TXN045939,ORD055431,2024-04-27,S017,P027,4,340.7,0.0665,217.28
TXN082620,ORD048513,2024-04-27,S017,P012,4,298.88,0.0454,179.62
TXN021164,ORD004192,2024-04-27,S024,P017,4,46.72,0.1066,22.32
TXN095628,ORD003229,2024-04-27,S010,P003,4,92.8,0.0203,52.47
TXN069976,ORD063323,2024-04-27,S001,P026,1,166.15,0.055,114.07
TXN035558,ORD054368,2024-04-27,S005,P003,3,92.62,0.0273,51.53
TXN024962,ORD027815,2024-04-27,S023,P016,2,140.39,0.0177,65.76
TXN030079,ORD003229,2024-04-27,S010,P021,2,111.73,0.0402,74.04
TXN010264,ORD052273,2024-04-27,S001,P005,1,89.11,0.0657,57.86
TXN054602,ORD019448,2024-04-27,S001,P027,3,344.6,0.058,209.14
TXN072753,ORD044033,2024-04-27,S001,P014,3,85.6,0.0456,47.4
TXN066311,ORD004192,2024-04-27,S024,P017,1,46.75,0.0099,22.64
TXN094200,ORD004192,2024-04-27,S024,P009,1,169.43,0.0289,120.34
TXN012455,ORD056910,2024-04-27,S001,P004,2,243.28,0.0358,141.09
TXN019524,ORD054368,2024-04-27,S005,P009,1,173.52,0.0591,117.11
TXN013086,ORD026721,2024-04-27,S020,P010,1,250.6,0.0029,156.39
TXN036721,ORD048864,2024-04-27,S019,P013,2,121.81,0.0224,68.36
TXN014644,ORD059276,2024-04-27,S008,P010,3,246.11,0.0125,158.35
TXN007010,ORD006515,2024-04-27,S017,P008,2,151.47,0.0116,103.94
TXN099738,ORD008921,2024-04-27,S014,P004,1,243.31,0.0238,145.67
TXN007002,ORD036918,2024-04-27,S019,P016,1,142.29,0.0215,65.43
TXN077629,ORD056399,2024-04-27,S005,P015,2,59.26,0.0239,28.58
TXN091851,ORD001708,2024-04-27,S003,P005,5,89.37,0.0077,59.89
TXN000670,ORD052273,2024-04-27,S001,P011,3,224.1,0.0796,148.05
TXN040831,ORD020391,2024-04-27,S011,P018,4,55.59,0.0157,28.32
TXN094178,ORD064909,2024-04-27,S005,P005,2,89.53,0.0056,58.32
TXN047004,ORD002720,2024-04-27,S002,P017,1,46.83,0.0238,23.16
TXN066918,ORD008415,2024-04-27,S008,P029,4,251.92,0.0263,160.26
TXN069410,ORD013355,2024-04-27,S020,P004,1,241.06,0.0441,152.4
TXN025175,ORD026745,2024-04-27,S011,P015,3,60.65,0.0072,29.39
TXN044265,ORD032919,2024-04-27,S017,P017,3,46.11,0.0191,23.17
TXN079214,ORD055431,2024-04-27,S017,P018,2,55.92,0.0168,28.44
TXN011608,ORD001323,2024-04-27,S020,P006,2,154.14,0.0,90.27
TXN024013,ORD027688,2024-04-27,S025,P006,1,156.46,0.0057,90.44
TXN010736,ORD052977,2024-04-27,S012,P022,1,133.96,0.0165,92.48
TXN067020,ORD021182,2024-04-27,S018,P009,2,168.47,0.0245,118.77
TXN085322,ORD037067,2024-04-27,S016,P003,3,90.14,0.0321,53.75
TXN051531,ORD003003,2024-04-27,S013,P006,2,156.06,0.0402,91.25
TXN034626,ORD024633,2024-04-27,S015,P012,2,295.59,0.0222,173.32
TXN083180,ORD036560,2024-04-27,S024,P029,5,255.24,0.0444,151.83
TXN077243,ORD041611,2024-04-27,S001,P021,5,112.53,0.0837,73.31
TXN017095,ORD040187,2024-04-27,S003,P015,3,60.22,0.0703,29.91
TXN015654,ORD032993,2024-04-27,S019,P002,5,257.57,0.0273,155.81
TXN061214,ORD019246,2024-04-27,S005,P009,1,170.03,0.0,118.87
TXN038865,ORD048134,2024-04-27,S005,P012,2,298.22,0.0024,172.14
TXN038558,ORD008051,2024-04-27,S017,P003,1,90.17,0.0186,51.54
TXN036863,ORD024633,2024-04-27,S015,P009,4,171.05,0.0562,120.06
TXN006274,ORD025060,2024-04-27,S020,P008,5,155.51,0.0288,100.3
TXN016838,ORD001647,2024-04-27,S021,P028,2,332.19,0.0199,196.71
TXN010331,ORD048448,2024-04-27,S004,P008,4,153.59,0.0495,102.29
TXN023708,ORD036560,2024-04-27,S024,P026,1,169.21,0.0475,108.61
TXN078375,ORD019246,2024-04-27,S005,P005,1,88.25,0.0504,56.28
TXN063030,ORD044661,2024-04-27,S008,P016,1,143.69,0.0245,63.7
TXN041317,ORD052534,2024-04-27,S023,P006,2,155.92,0.031,93.15
TXN045326,ORD055083,2024-04-27,S001,P017,2,46.0,0.036,22.34
TXN087266,ORD034895,2024-04-27,S010,P006,1,154.77,0.0359,92.49
TXN046021,ORD053840,2024-04-27,S024,P021,2,111.3,0.021,73.03
TXN056204,ORD000246,2024-04-27,S002,P012,1,303.6,0.0263,173.61
TXN031720,ORD058239,2024-04-27,S019,P011,2,227.69,0.0102,148.57
TXN021557,ORD003343,2024-04-27,S005,P027,3,353.26,0.0099,207.03
TXN056525,ORD032479,2024-04-27,S008,P012,2,293.82,0.0044,179.1
TXN029574,ORD044661,2024-04-27,S008,P016,2,141.06,0.008,65.2
TXN028767,ORD032773,2024-04-27,S006,P006,6,157.81,0.0152,92.7
TXN044714,ORD028618,2024-04-27,S025,P030,3,159.33,0.0325,101.22
TXN005820,ORD024891,2024-04-27,S011,P011,3,222.56,0.0182,145.25
TXN025499,ORD006699,2024-04-27,S016,P014,5,88.21,0.0381,49.24
TXN043553,ORD056399,2024-04-27,S005,P024,1,97.45,0.0059,67.69
TXN000074,ORD032151,2024-04-27,S006,P015,2,60.33,0.0345,29.2
TXN058448,ORD030050,2024-04-27,S012,P012,1,291.66,0.059,168.0
TXN048231,ORD005067,2024-04-27,S011,P003,1,91.63,0.0152,53.14
TXN005502,ORD021182,2024-04-27,S018,P003,1,90.88,0.0584,53.59
TXN067268,ORD032919,2024-04-27,S017,P030,4,154.3,0.0091,105.7
TXN044619,ORD059211,2024-04-27,S023,P028,1,338.68,0.0441,199.82
TXN084471,ORD036770,2024-04-27,S008,P011,2,226.95,0.0117,143.95
TXN030270,ORD030129,2024-04-27,S005,P003,2,91.06,0.0252,51.73
TXN071845,ORD034263,2024-04-27,S015,P028,2,335.72,0.0333,200.2
TXN055236,ORD019448,2024-04-27,S001,P004,2,241.06,0.06,144.48
TXN005704,ORD006699,2024-04-27,S016,P004,3,245.4,0.0175,141.04
TXN016204,ORD008415,2024-04-27,S008,P021,2,109.93,0.0157,71.43
TXN013587,ORD048134,2024-04-27,S005,P023,1,160.34,0.0061,102.73
TXN072344,ORD012105,2024-04-27,S008,P022,4,134.63,0.0879,94.68
TXN065975,ORD064909,2024-04-27,S005,P018,1,56.04,0.0091,28.97
TXN006549,ORD024891,2024-04-27,S011,P027,1,346.93,0.028,209.34
TXN039995,ORD036560,2024-04-27,S024,P021,1,110.52,0.0225,71.06
TXN064635,ORD056910,2024-04-27,S001,P017,1,47.16,0.0044,22.96
TXN081446,ORD055292,2024-04-27,S006,P029,1,254.29,0.0076,160.44
TXN033198,ORD035048,2024-04-27,S020,P016,1,140.83,0.0646,63.79
TXN014295,ORD044033,2024-04-27,S001,P027,4,351.72,0.0297,211.89
TXN081147,ORD032993,2024-04-27,S019,P012,5,296.44,0.0201,173.34
TXN027768,ORD022905,2024-04-27,S008,P015,1,61.24,0.0213,29.08
TXN060066,ORD052977,2024-04-27,S012,P006,4,153.34,0.051,90.77
TXN033774,ORD021711,2024-04-27,S003,P012,1,300.18,0.0495,173.86
TXN080540,ORD027275,2024-04-27,S001,P014,4,85.3,0.017,48.44
TXN037403,ORD022905,2024-04-27,S008,P006,3,153.16,0.0129,90.5
TXN053926,ORD019611,2024-04-27,S010,P026,1,168.68,0.011,119.91
TXN055567,ORD005867,2024-04-27,S001,P016,2,140.87,0.0216,64.68
TXN001742,ORD019322,2024-04-27,S009,P017,5,46.06,0.0249,22.66
TXN023318,ORD041611,2024-04-27,S001,P004,1,240.55,0.0081,142.32
TXN060103,ORD063323,2024-04-27,S001,P026,5,164.33,0.017,113.09
TXN080303,ORD020142,2024-04-27,S016,P011,1,221.36,0.0473,151.67
TXN022281,ORD006020,2024-04-27,S005,P018,1,54.74,0.0593,29.17
TXN027814,ORD040187,2024-04-27,S003,P023,1,160.5,0.0122,106.63
TXN060698,ORD053840,2024-04-27,S024,P021,1,110.02,0.022,71.38
TXN047666,ORD063323,2024-04-27,S001,P020,3,41.03,0.057,19.07
TXN040330,ORD001647,2024-04-27,S021,P007,1,218.4,0.0562,134.92
TXN075448,ORD027688,2024-04-27,S025,P006,1,154.55,0.0058,89.21
TXN090225,ORD026989,2024-04-27,S001,P026,1,166.01,0.0427,114.01
TXN066004,ORD043691,2024-04-27,S017,P012,2,292.26,0.0229,174.91
TXN013861,ORD055292,2024-04-27,S006,P011,6,218.91,0.0406,145.47
TXN001609,ORD058239,2024-04-27,S019,P026,2,169.27,0.0076,111.85
TXN093637,ORD044224,2024-04-27,S011,P006,4,157.61,0.0277,93.08
TXN020419,ORD041611,2024-04-27,S001,P029,1,256.73,0.0292,163.03
TXN013717,ORD000246,2024-04-27,S002,P019,2,31.46,0.0395,14.93
TXN006679,ORD054368,2024-04-27,S005,P006,1,157.62,0.0211,89.55
TXN090408,ORD005678,2024-04-27,S025,P012,1,294.31,0.029,177.9
TXN066042,ORD025079,2024-04-27,S008,P030,2,152.16,0.0379,104.88
TXN070160,ORD055292,2024-04-27,S006,P011,4,221.96,0.0,145.27
TXN057709,ORD007248,2024-04-27,S007,P014,2,87.21,0.014,46.81
TXN000118,ORD005067,2024-04-27,S011,P016,1,140.9,0.0131,62.94
TXN022655,ORD049789,2024-04-27,S016,P018,1,56.04,0.0261,28.2
TXN042234,ORD031935,2024-04-27,S005,P010,5,252.07,0.0784,156.49
TXN003886,ORD023133,2024-04-27,S023,P027,1,350.15,0.0436,207.29
TXN099023,ORD032381,2024-04-27,S010,P016,3,142.51,0.0137,62.65
TXN076223,ORD019140,2024-04-27,S001,P009,1,168.46,0.0,108.85
TXN008776,ORD028618,2024-04-27,S025,P022,6,137.86,0.0506,98.12
TXN055779,ORD008921,2024-04-27,S014,P016,1,146.07,0.0082,64.35
TXN017813,ORD001708,2024-04-27,S003,P016,2,142.64,0.0296,65.44
TXN062047,ORD012105,2024-04-27,S008,P002,2,262.13,0.0271,161.3
TXN038108,ORD021711,2024-04-27,S003,P023,5,163.93,0.0312,109.32
TXN018806,ORD053840,2024-04-27,S024,P006,2,154.72,0.0246,93.23
TXN050073,ORD049325,2024-04-27,S010,P016,2,141.74,0.046,66.26
TXN047359,ORD011215,2024-04-27,S006,P017,3,46.7,0.009,22.34
TXN072159,ORD037377,2024-04-27,S011,P030,1,154.95,0.0359,103.14
TXN085887,ORD061518,2024-04-27,S011,P021,3,109.65,0.0175,71.29
TXN092837,ORD016695,2024-04-28,S017,P026,3,168.14,0.0368,116.26
TXN066672,ORD024811,2024-04-28,S015,P013,2,124.91,0.0118,66.0
TXN057711,ORD002013,2024-04-28,S001,P004,1,241.27,0.0687,142.46
TXN041485,ORD024672,2024-04-28,S008,P030,2,156.92,0.0258,105.5
TXN089655,ORD056631,2024-04-28,S007,P026,2,166.28,0.0518,113.66
TXN051631,ORD004464,2024-04-28,S014,P017,1,46.18,0.0953,23.05
TXN067191,ORD031501,2024-04-28,S005,P030,1,154.65,0.0419,102.49
TXN000063,ORD014090,2024-04-28,S017,P006,1,155.12,0.0229,91.31
TXN026279,ORD027131,2024-04-28,S023,P030,1,157.54,0.0336,104.43
TXN012212,ORD029688,2024-04-28,S010,P004,1,245.85,0.0054,142.67
TXN059069,ORD005766,2024-04-28,S016,P006,2,153.81,0.0253,89.33
TXN061400,ORD023970,2024-04-28,S010,P002,1,260.26,0.0676,163.95
TXN091033,ORD032373,2024-04-28,S020,P016,2,141.82,0.0237,63.29
TXN097990,ORD002013,2024-04-28,S001,P011,2,220.76,0.033,144.97
TXN089135,ORD044969,2024-04-28,S022,P003,5,90.11,0.0453,51.22
TXN074796,ORD016336,2024-04-28,S004,P029,3,253.9,0.0163,157.86
TXN090552,ORD027840,2024-04-28,S020,P011,1,222.34,0.0021,141.4
TXN059055,ORD005766,2024-04-28,S016,P009,3,169.17,0.0445,116.34
TXN091183,ORD057032,2024-04-28,S016,P008,2,151.02,0.0185,104.0
TXN000265,ORD006202,2024-04-28,S016,P016,2,140.22,0.0299,64.68
TXN017128,ORD005808,2024-04-28,S016,P003,5,89.49,0.0461,52.65
TXN000820,ORD010903,2024-04-28,S023,P011,1,223.74,0.041,147.31
TXN061104,ORD006944,2024-04-28,S004,P014,3,84.86,0.0301,48.34
TXN087748,ORD027964,2024-04-28,S017,P006,1,154.85,0.0156,89.27
TXN016526,ORD036706,2024-04-28,S019,P003,2,91.11,0.0274,53.34
TXN043382,ORD041458,2024-04-28,S012,P021,3,110.38,0.0348,73.94
TXN002550,ORD029787,2024-04-28,S002,P010,6,247.2,0.077,153.6
TXN093112,ORD060467,2024-04-28,S023,P002,1,265.85,0.0452,161.98
TXN015114,ORD062091,2024-04-28,S020,P011,2,222.07,0.021,147.02
TXN040853,ORD046870,2024-04-28,S023,P004,3,236.76,0.0217,144.49
TXN075447,ORD050506,2024-04-28,S012,P010,1,247.28,0.0157,154.98
TXN071218,ORD034327,2024-04-28,S017,P029,1,252.24,0.0213,160.0
TXN038318,ORD022047,2024-04-28,S014,P023,2,160.57,0.0446,106.55
TXN096481,ORD041941,2024-04-28,S024,P027,3,341.31,0.0176,216.09
TXN026425,ORD021608,2024-04-28,S005,P017,1,45.76,0.042,22.62
TXN099538,ORD018879,2024-04-28,S003,P012,1,298.3,0.0052,179.96
TXN036085,ORD044049,2024-04-28,S003,P021,1,108.93,0.0177,73.04
TXN028295,ORD005946,2024-04-28,S009,P019,3,31.37,0.0847,15.24
TXN012685,ORD005539,2024-04-28,S025,P026,5,165.87,0.0313,115.32
TXN019937,ORD058976,2024-04-28,S014,P029,1,248.47,0.0126,148.21
TXN024087,ORD020443,2024-04-28,S019,P030,1,154.89,0.0583,101.9
TXN060286,ORD007870,2024-04-28,S002,P018,2,56.43,0.0223,27.77
TXN019077,ORD002013,2024-04-28,S001,P010,1,253.39,0.0244,154.46
TXN076298,ORD012152,2024-04-28,S001,P009,1,170.89,0.0678,118.01
TXN063098,ORD058517,2024-04-28,S003,P004,4,243.26,0.0286,148.43
TXN096324,ORD042137,2024-04-28,S001,P005,2,89.57,0.0281,57.52
TXN010556,ORD042159,2024-04-28,S024,P021,1,110.19,0.017,72.43
TXN038870,ORD051055,2024-04-28,S020,P030,1,153.74,0.0718,100.6
TXN049954,ORD022493,2024-04-28,S023,P020,3,40.9,0.046,19.1
TXN009159,ORD053092,2024-04-28,S005,P009,3,169.11,0.0376,120.45
TXN058766,ORD020443,2024-04-28,S019,P003,1,90.3,0.0303,51.29
TXN002767,ORD004644,2024-04-28,S007,P025,1,291.66,0.0503,194.01
TXN094649,ORD025101,2024-04-28,S005,P010,1,245.5,0.0199,155.65
TXN013392,ORD045919,2024-04-28,S008,P004,2,239.92,0.0191,146.78
TXN005935,ORD024811,2024-04-28,S015,P017,1,45.95,0.0233,23.61
TXN076735,ORD025277,2024-04-28,S003,P009,4,169.2,0.0011,119.14
TXN018245,ORD038436,2024-04-28,S005,P006,1,158.82,0.0492,92.06
TXN017001,ORD041941,2024-04-28,S024,P004,4,239.9,0.0761,146.09
TXN063203,ORD005244,2024-04-28,S024,P009,2,167.55,0.018,119.16
TXN031198,ORD026675,2024-04-28,S010,P002,4,262.32,0.0097,160.21
TXN095392,ORD003883,2024-04-28,S001,P026,1,166.58,0.0189,110.53
TXN048557,ORD018879,2024-04-28,S003,P016,2,145.86,0.0151,65.83
TXN050976,ORD049989,2024-04-28,S004,P017,2,47.05,0.0256,22.57
TXN008055,ORD006202,2024-04-28,S016,P022,2,137.92,0.0215,94.58
TXN009587,ORD007870,2024-04-28,S002,P002,1,254.51,0.0293,155.83
TXN067939,ORD045919,2024-04-28,S008,P015,2,60.98,0.0185,29.37
TXN097372,ORD024672,2024-04-28,S008,P027,1,353.88,0.0445,212.84
TXN005578,ORD006202,2024-04-28,S016,P003,2,92.65,0.0191,52.52
TXN079902,ORD054430,2024-04-28,S025,P027,2,345.93,0.0486,213.47
TXN010870,ORD032373,2024-04-28,S020,P027,1,347.85,0.0238,220.8
TXN025290,ORD050886,2024-04-28,S001,P013,2,121.75,0.0424,65.56
TXN025617,ORD005821,2024-04-28,S008,P017,2,46.11,0.0335,23.33
TXN060025,ORD037862,2024-04-28,S013,P006,3,158.07,0.0394,92.46
TXN074891,ORD041941,2024-04-28,S024,P012,3,295.48,0.0579,174.21
TXN041579,ORD032876,2024-04-28,S008,P026,4,168.6,0.0245,114.27
TXN099976,ORD056631,2024-04-28,S007,P010,3,250.51,0.0053,153.16
TXN073890,ORD061170,2024-04-28,S019,P024,1,98.67,0.0718,67.03
TXN030455,ORD062368,2024-04-28,S024,P029,1,258.43,0.0315,156.05
TXN045767,ORD005766,2024-04-28,S016,P026,2,169.86,0.0609,114.69
TXN011093,ORD034746,2024-04-28,S020,P001,2,231.11,0.0087,147.31
TXN021175,ORD039171,2024-04-28,S007,P029,1,252.67,0.0,157.2
TXN004722,ORD029707,2024-04-28,S005,P011,3,219.79,0.0214,148.97
TXN027138,ORD026936,2024-04-28,S009,P028,4,331.29,0.0138,203.55
TXN006079,ORD024149,2024-04-28,S016,P010,1,248.69,0.041,162.02
TXN025389,ORD054293,2024-04-28,S011,P016,6,143.81,0.0421,64.58
TXN007144,ORD054448,2024-04-28,S025,P013,1,123.21,0.0121,67.03
TXN068492,ORD021873,2024-04-28,S003,P027,2,350.18,0.0225,215.37
TXN011208,ORD062476,2024-04-28,S010,P020,1,41.34,0.0293,18.59
TXN034361,ORD012512,2024-04-28,S021,P026,1,167.34,0.0426,116.67
TXN091535,ORD031373,2024-04-28,S016,P026,1,167.3,0.0083,110.65
TXN082578,ORD041458,2024-04-28,S012,P017,5,45.82,0.0195,23.33
TXN097811,ORD012638,2024-04-28,S014,P017,2,47.59,0.0063,23.58
TXN052814,ORD013990,2024-04-28,S011,P011,2,225.04,0.0085,149.77
TXN036699,ORD034009,2024-04-28,S021,P001,5,227.05,0.0089,148.49
TXN002473,ORD039595,2024-04-28,S018,P027,4,352.34,0.0347,212.93
TXN005852,ORD049953,2024-04-28,S015,P009,1,170.03,0.0119,116.19
TXN095315,ORD015304,2024-04-28,S019,P030,4,155.11,0.0714,106.62
TXN013216,ORD025101,2024-04-28,S005,P012,3,295.88,0.01,178.52
TXN034827,ORD032649,2024-04-28,S010,P029,1,252.16,0.0192,158.3
TXN093625,ORD038455,2024-04-28,S025,P016,1,144.57,0.0501,66.09
TXN055005,ORD015092,2024-04-28,S023,P017,2,46.88,0.0452,22.91
TXN029343,ORD053072,2024-04-28,S001,P015,1,60.71,0.0389,29.27
TXN006310,ORD046870,2024-04-28,S023,P006,2,154.97,0.0405,89.1
TXN087389,ORD039171,2024-04-28,S007,P018,5,56.02,0.0374,27.68
TXN090674,ORD029644,2024-04-28,S012,P006,2,156.15,0.0203,91.11
TXN079000,ORD032876,2024-04-28,S008,P003,2,90.33,0.0412,53.54
TXN043136,ORD061632,2024-04-28,S005,P011,2,222.83,0.0281,148.26
TXN037557,ORD045919,2024-04-28,S008,P030,2,153.92,0.0169,104.89
TXN038654,ORD039595,2024-04-28,S018,P015,2,60.02,0.1041,29.75
TXN013271,ORD037862,2024-04-28,S013,P004,2,241.58,0.0667,144.35
TXN095302,ORD049989,2024-04-28,S004,P022,1,136.3,0.0535,94.42
TXN002051,ORD005372,2024-04-28,S025,P012,1,294.2,0.0387,181.51
TXN031973,ORD038455,2024-04-28,S025,P009,1,172.0,0.0328,119.22
TXN025971,ORD000507,2024-04-28,S005,P022,2,132.82,0.0292,96.3
TXN084725,ORD005244,2024-04-28,S024,P018,5,55.42,0.0307,27.72
TXN090164,ORD034919,2024-04-28,S014,P026,1,169.89,0.0632,116.32
TXN045928,ORD006944,2024-04-28,S004,P026,1,167.7,0.0276,111.27
TXN028362,ORD050886,2024-04-28,S001,P005,1,88.69,0.0307,57.36
TXN085173,ORD044321,2024-04-28,S003,P013,4,122.35,0.0113,67.17
TXN043163,ORD024149,2024-04-28,S016,P026,2,163.47,0.061,114.92
TXN005121,ORD034009,2024-04-28,S021,P019,2,31.07,0.0152,15.04
TXN063518,ORD054880,2024-04-28,S001,P024,3,98.21,0.0352,67.7
TXN055614,ORD043374,2024-04-28,S011,P006,3,153.91,0.0661,91.53
TXN074474,ORD029644,2024-04-28,S012,P027,1,336.1,0.0231,210.58
TXN062179,ORD023256,2024-04-28,S023,P004,1,239.34,0.0504,145.25
TXN038746,ORD025101,2024-04-28,S005,P023,2,164.17,0.0059,107.93
TXN016332,ORD039171,2024-04-28,S007,P030,5,153.83,0.0077,104.45
TXN060399,ORD024149,2024-04-28,S016,P021,2,111.04,0.0411,71.82
TXN038276,ORD042028,2024-04-28,S016,P030,1,153.85,0.0429,105.75
TXN015869,ORD012512,2024-04-28,S021,P009,2,169.69,0.0,118.34
TXN058731,ORD053050,2024-04-28,S011,P010,1,250.64,0.0153,154.85
TXN039878,ORD057032,2024-04-28,S016,P004,1,238.53,0.0197,146.39
